5001  0.0100000000	
1.25	0.8
1.26	0.760845213
1.27	0.647213595
1.28	0.470228202
1.29	0.247213595
1.3	-1.56802E-15
1.31	-0.247213595
1.32	-0.470228202
1.33	-0.647213595
1.34	-0.760845213
1.35	-0.8
1.36	-0.760845213
1.37	-0.647213595
1.38	-0.470228202
1.39	-0.247213595
1.4	-1.37217E-15
1.41	0.247213595
1.42	0.470228202
1.43	0.647213595
1.44	0.760845213
1.45	0.8
1.46	0.760845213
1.47	0.647213595
1.48	0.470228202
1.49	0.247213595
1.5	4.31235E-15
1.51	-0.247213595
1.52	-0.470228202
1.53	-0.647213595
1.54	-0.760845213
1.55	-0.8
1.56	-0.760845213
1.57	-0.647213595
1.58	-0.470228202
1.59	-0.247213595
1.6	-1.56819E-15
1.61	0.247213595
1.62	0.470228202
1.63	0.647213595
1.64	0.760845213
1.65	0.8
1.66	0.760845213
1.67	0.647213595
1.68	0.470228202
1.69	0.247213595
1.7	4.50837E-15
1.71	-0.247213595
1.72	-0.470228202
1.73	-0.647213595
1.74	-0.760845213
1.75	-0.8
1.76	-0.760845213
1.77	-0.647213595
1.78	-0.470228202
1.79	-0.247213595
1.8	-1.76421E-15
1.81	0.247213595
1.82	0.470228202
1.83	0.647213595
1.84	0.760845213
1.85	0.8
1.86	0.760845213
1.87	0.647213595
1.88	0.470228202
1.89	0.247213595
1.9	4.7044E-15
1.91	-0.247213595
1.92	-0.470228202
1.93	-0.647213595
1.94	-0.760845213
1.95	-0.8
1.96	-0.760845213
1.97	-0.647213595
1.98	-0.470228202
1.99	-0.247213595
2	-1.96024E-15
2.01	0.247213595
2.02	0.470228202
2.03	0.647213595
2.04	0.760845213
2.05	0.8
2.06	0.760845213
2.07	0.647213595
2.08	0.470228202
2.09	0.247213595
2.1	-7.83922E-16
2.11	-0.247213595
2.12	-0.470228202
2.13	-0.647213595
2.14	-0.760845213
2.15	-0.8
2.16	-0.760845213
2.17	-0.647213595
2.18	-0.470228202
2.19	-0.247213595
2.2	3.52808E-15
2.21	0.247213595
2.22	0.470228202
2.23	0.647213595
2.24	0.760845213
2.25	0.8
2.26	0.760845213
2.27	0.647213595
2.28	0.470228202
2.29	0.247213595
2.3	5.09644E-15
2.31	-0.247213595
2.32	-0.470228202
2.33	-0.647213595
2.34	-0.760845213
2.35	-0.8
2.36	-0.760845213
2.37	-0.647213595
2.38	-0.470228202
2.39	-0.247213595
2.4	-2.35229E-15
2.41	0.247213595
2.42	0.470228202
2.43	0.647213595
2.44	0.760845213
2.45	0.8
2.46	0.760845213
2.47	0.647213595
2.48	0.470228202
2.49	0.247213595
2.5	-3.91874E-16
2.51	-0.247213595
2.52	-0.470228202
2.53	-0.647213595
2.54	-0.760845213
2.55	-0.8
2.56	-0.760845213
2.57	-0.647213595
2.58	-0.470228202
2.59	-0.247213595
2.6	3.13603E-15
2.61	0.247213595
2.62	0.470228202
2.63	0.647213595
2.64	0.760845213
2.65	0.8
2.66	0.760845213
2.67	0.647213595
2.68	0.470228202
2.69	0.247213595
2.7	-5.88019E-15
2.71	-0.247213595
2.72	-0.470228202
2.73	-0.647213595
2.74	-0.760845213
2.75	-0.8
2.76	-0.760845213
2.77	-0.647213595
2.78	-0.470228202
2.79	-0.247213595
2.8	-2.74433E-15
2.81	0.247213595
2.82	0.470228202
2.83	0.647213595
2.84	0.760845213
2.85	0.8
2.86	0.760845213
2.87	0.647213595
2.88	0.470228202
2.89	0.247213595
2.9	1.73472E-19
2.91	-0.247213595
2.92	-0.470228202
2.93	-0.647213595
2.94	-0.760845213
2.95	-0.8
2.96	-0.760845213
2.97	-0.647213595
2.98	-0.470228202
2.99	-0.247213595
3	-8.6247E-15
3.01	0.247213595
3.02	0.470228202
3.03	0.647213595
3.04	0.760845213
3.05	0.8
3.06	0.760845213
3.07	0.647213595
3.08	0.470228202
3.09	0.247213595
3.1	5.88054E-15
3.11	-0.247213595
3.12	-0.470228202
3.13	-0.647213595
3.14	-0.760845213
3.15	-0.8
3.16	-0.760845213
3.17	-0.647213595
3.18	-0.470228202
3.19	-0.247213595
3.2	-3.13638E-15
3.21	0.247213595
3.22	0.470228202
3.23	0.647213595
3.24	0.760845213
3.25	0.8
3.26	0.760845213
3.27	0.647213595
3.28	0.470228202
3.29	0.247213595
3.3	1.17609E-14
3.31	-0.247213595
3.32	-0.470228202
3.33	-0.647213595
3.34	-0.760845213
3.35	-0.8
3.36	-0.760845213
3.37	-0.647213595
3.38	-0.470228202
3.39	-0.247213595
3.4	-9.01675E-15
3.41	0.247213595
3.42	0.470228202
3.43	0.647213595
3.44	0.760845213
3.45	0.8
3.46	0.760845213
3.47	0.647213595
3.48	0.470228202
3.49	0.247213595
3.5	6.27259E-15
3.51	-0.247213595
3.52	-0.470228202
3.53	-0.647213595
3.54	-0.760845213
3.55	-0.8
3.56	-0.760845213
3.57	-0.647213595
3.58	-0.470228202
3.59	-0.247213595
3.6	-3.52843E-15
3.61	0.247213595
3.62	0.470228202
3.63	0.647213595
3.64	0.760845213
3.65	0.8
3.66	0.760845213
3.67	0.647213595
3.68	0.470228202
3.69	0.247213595
3.7	7.84268E-16
3.71	-0.247213595
3.72	-0.470228202
3.73	-0.647213595
3.74	-0.760845213
3.75	-0.8
3.76	-0.760845213
3.77	-0.647213595
3.78	-0.470228202
3.79	-0.247213595
3.8	-9.40879E-15
3.81	0.247213595
3.82	0.470228202
3.83	0.647213595
3.84	0.760845213
3.85	0.8
3.86	0.760845213
3.87	0.647213595
3.88	0.470228202
3.89	0.247213595
3.9	6.66463E-15
3.91	-0.247213595
3.92	-0.470228202
3.93	-0.647213595
3.94	-0.760845213
3.95	-0.8
3.96	-0.760845213
3.97	-0.647213595
3.98	-0.470228202
3.99	-0.247213595
4	-3.92048E-15
4.01	0.247213595
4.02	0.470228202
4.03	0.647213595
4.04	0.760845213
4.05	0.8
4.06	0.760845213
4.07	0.647213595
4.08	0.470228202
4.09	0.247213595
4.1	1.2545E-14
4.11	-0.247213595
4.12	-0.470228202
4.13	-0.647213595
4.14	-0.760845213
4.15	-0.8
4.16	-0.760845213
4.17	-0.647213595
4.18	-0.470228202
4.19	-0.247213595
4.2	1.56784E-15
4.21	0.247213595
4.22	0.470228202
4.23	0.647213595
4.24	0.760845213
4.25	0.8
4.26	0.760845213
4.27	0.647213595
4.28	0.470228202
4.29	0.247213595
4.3	7.05668E-15
4.31	-0.247213595
4.32	-0.470228202
4.33	-0.647213595
4.34	-0.760845213
4.35	-0.8
4.36	-0.760845213
4.37	-0.647213595
4.38	-0.470228202
4.39	-0.247213595
4.4	7.05616E-15
4.41	0.247213595
4.42	0.470228202
4.43	0.647213595
4.44	0.760845213
4.45	0.8
4.46	0.760845213
4.47	0.647213595
4.48	0.470228202
4.49	0.247213595
4.5	1.56836E-15
4.51	-0.247213595
4.52	-0.470228202
4.53	-0.647213595
4.54	-0.760845213
4.55	-0.8
4.56	-0.760845213
4.57	-0.647213595
4.58	-0.470228202
4.59	-0.247213595
4.6	-1.01929E-14
4.61	0.247213595
4.62	0.470228202
4.63	0.647213595
4.64	0.760845213
4.65	0.8
4.66	0.760845213
4.67	0.647213595
4.68	0.470228202
4.69	0.247213595
4.7	-3.91995E-15
4.71	-0.247213595
4.72	-0.470228202
4.73	-0.647213595
4.74	-0.760845213
4.75	-0.8
4.76	-0.760845213
4.77	-0.647213595
4.78	-0.470228202
4.79	-0.247213595
4.8	-4.70457E-15
4.81	0.247213595
4.82	0.470228202
4.83	0.647213595
4.84	0.760845213
4.85	0.8
4.86	0.760845213
4.87	0.647213595
4.88	0.470228202
4.89	0.247213595
4.9	-9.40827E-15
4.91	-0.247213595
4.92	-0.470228202
4.93	-0.647213595
4.94	-0.760845213
4.95	-0.8
4.96	-0.760845213
4.97	-0.647213595
4.98	-0.470228202
4.99	-0.247213595
5	7.83748E-16
5.01	0.247213595
5.02	0.470228202
5.03	0.647213595
5.04	0.760845213
5.05	0.8
5.06	0.760845213
5.07	0.647213595
5.08	0.470228202
5.09	0.247213595
5.1	7.84078E-15
5.11	-0.247213595
5.12	-0.470228202
5.13	-0.647213595
5.14	-0.760845213
5.15	-0.8
5.16	-0.760845213
5.17	-0.647213595
5.18	-0.470228202
5.19	-0.247213595
5.2	6.27207E-15
5.21	0.247213595
5.22	0.470228202
5.23	0.647213595
5.24	0.760845213
5.25	0.8
5.26	0.760845213
5.27	0.647213595
5.28	0.470228202
5.29	0.247213595
5.3	2.35246E-15
5.31	-0.247213595
5.32	-0.470228202
5.33	-0.647213595
5.34	-0.760845213
5.35	-0.8
5.36	-0.760845213
5.37	-0.647213595
5.38	-0.470228202
5.39	-0.247213595
5.4	1.17604E-14
5.41	0.247213595
5.42	0.470228202
5.43	0.647213595
5.44	0.760845213
5.45	0.8
5.46	0.760845213
5.47	0.647213595
5.48	0.470228202
5.49	0.247213595
5.5	-3.13586E-15
5.51	-0.247213595
5.52	-0.470228202
5.53	-0.647213595
5.54	-0.760845213
5.55	-0.8
5.56	-0.760845213
5.57	-0.647213595
5.58	-0.470228202
5.59	-0.247213595
5.6	-5.48867E-15
5.61	0.247213595
5.62	0.470228202
5.63	0.647213595
5.64	0.760845213
5.65	0.8
5.66	0.760845213
5.67	0.647213595
5.68	0.470228202
5.69	0.247213595
5.7	-8.62418E-15
5.71	-0.247213595
5.72	-0.470228202
5.73	-0.647213595
5.74	-0.760845213
5.75	-0.8
5.76	-0.760845213
5.77	-0.647213595
5.78	-0.470228202
5.79	-0.247213595
5.8	-3.46945E-19
5.81	0.247213595
5.82	0.470228202
5.83	0.647213595
5.84	0.760845213
5.85	0.8
5.86	0.760845213
5.87	0.647213595
5.88	0.470228202
5.89	0.247213595
5.9	-1.41125E-14
5.91	-0.247213595
5.92	-0.470228202
5.93	-0.647213595
5.94	-0.760845213
5.95	-0.8
5.96	-0.760845213
5.97	-0.647213595
5.98	-0.470228202
5.99	-0.247213595
6	-1.72494E-14
6.01	0.247213595
6.02	0.470228202
6.03	0.647213595
6.04	0.760845213
6.05	0.8
6.06	0.760845213
6.07	0.647213595
6.08	0.470228202
6.09	0.247213595
6.1	2.58739E-14
6.11	-0.247213595
6.12	-0.470228202
6.13	-0.647213595
6.14	-0.760845213
6.15	-0.8
6.16	-0.760845213
6.17	-0.647213595
6.18	-0.470228202
6.19	-0.247213595
6.2	-1.17611E-14
6.21	0.247213595
6.22	0.470228202
6.23	0.647213595
6.24	0.760845213
6.25	0.8
6.26	0.760845213
6.27	0.647213595
6.28	0.470228202
6.29	0.247213595
6.3	2.03856E-14
6.31	-0.247213595
6.32	-0.470228202
6.33	-0.647213595
6.34	-0.760845213
6.35	-0.8
6.36	-0.760845213
6.37	-0.647213595
6.38	-0.470228202
6.39	-0.247213595
6.4	-6.27276E-15
6.41	0.247213595
6.42	0.470228202
6.43	0.647213595
6.44	0.760845213
6.45	0.8
6.46	0.760845213
6.47	0.647213595
6.48	0.470228202
6.49	0.247213595
6.5	1.48973E-14
6.51	-0.247213595
6.52	-0.470228202
6.53	-0.647213595
6.54	-0.760845213
6.55	-0.8
6.56	-0.760845213
6.57	-0.647213595
6.58	-0.470228202
6.59	-0.247213595
6.6	-2.35218E-14
6.61	0.247213595
6.62	0.470228202
6.63	0.647213595
6.64	0.760845213
6.65	0.8
6.66	0.760845213
6.67	0.647213595
6.68	0.470228202
6.69	0.247213595
6.7	9.40897E-15
6.71	-0.247213595
6.72	-0.470228202
6.73	-0.647213595
6.74	-0.760845213
6.75	-0.8
6.76	-0.760845213
6.77	-0.647213595
6.78	-0.470228202
6.79	-0.247213595
6.8	-1.80335E-14
6.81	0.247213595
6.82	0.470228202
6.83	0.647213595
6.84	0.760845213
6.85	0.8
6.86	0.760845213
6.87	0.647213595
6.88	0.470228202
6.89	0.247213595
6.9	3.92065E-15
6.91	-0.247213595
6.92	-0.470228202
6.93	-0.647213595
6.94	-0.760845213
6.95	-0.8
6.96	-0.760845213
6.97	-0.647213595
6.98	-0.470228202
6.99	-0.247213595
7	-1.25452E-14
7.01	0.247213595
7.02	0.470228202
7.03	0.647213595
7.04	0.760845213
7.05	0.8
7.06	0.760845213
7.07	0.647213595
7.08	0.470228202
7.09	0.247213595
7.1	2.11697E-14
7.11	-0.247213595
7.12	-0.470228202
7.13	-0.647213595
7.14	-0.760845213
7.15	-0.8
7.16	-0.760845213
7.17	-0.647213595
7.18	-0.470228202
7.19	-0.247213595
7.2	-7.05686E-15
7.21	0.247213595
7.22	0.470228202
7.23	0.647213595
7.24	0.760845213
7.25	0.8
7.26	0.760845213
7.27	0.647213595
7.28	0.470228202
7.29	0.247213595
7.3	1.56814E-14
7.31	-0.247213595
7.32	-0.470228202
7.33	-0.647213595
7.34	-0.760845213
7.35	-0.8
7.36	-0.760845213
7.37	-0.647213595
7.38	-0.470228202
7.39	-0.247213595
7.4	-1.56854E-15
7.41	0.247213595
7.42	0.470228202
7.43	0.647213595
7.44	0.760845213
7.45	0.8
7.46	0.760845213
7.47	0.647213595
7.48	0.470228202
7.49	0.247213595
7.5	1.01931E-14
7.51	-0.247213595
7.52	-0.470228202
7.53	-0.647213595
7.54	-0.760845213
7.55	-0.8
7.56	-0.760845213
7.57	-0.647213595
7.58	-0.470228202
7.59	-0.247213595
7.6	-1.88176E-14
7.61	0.247213595
7.62	0.470228202
7.63	0.647213595
7.64	0.760845213
7.65	0.8
7.66	0.760845213
7.67	0.647213595
7.68	0.470228202
7.69	0.247213595
7.7	4.70474E-15
7.71	-0.247213595
7.72	-0.470228202
7.73	-0.647213595
7.74	-0.760845213
7.75	-0.8
7.76	-0.760845213
7.77	-0.647213595
7.78	-0.470228202
7.79	-0.247213595
7.8	-1.33293E-14
7.81	0.247213595
7.82	0.470228202
7.83	0.647213595
7.84	0.760845213
7.85	0.8
7.86	0.760845213
7.87	0.647213595
7.88	0.470228202
7.89	0.247213595
7.9	-7.83575E-16
7.91	-0.247213595
7.92	-0.470228202
7.93	-0.647213595
7.94	-0.760845213
7.95	-0.8
7.96	-0.760845213
7.97	-0.647213595
7.98	-0.470228202
7.99	-0.247213595
8	-7.84095E-15
8.01	0.247213595
8.02	0.470228202
8.03	0.647213595
8.04	0.760845213
8.05	0.8
8.06	0.760845213
8.07	0.647213595
8.08	0.470228202
8.09	0.247213595
8.1	1.64655E-14
8.11	-0.247213595
8.12	-0.470228202
8.13	-0.647213595
8.14	-0.760845213
8.15	-0.8
8.16	-0.760845213
8.17	-0.647213595
8.18	-0.470228202
8.19	-0.247213595
8.2	-2.509E-14
8.21	0.247213595
8.22	0.470228202
8.23	0.647213595
8.24	0.760845213
8.25	0.8
8.26	0.760845213
8.27	0.647213595
8.28	0.470228202
8.29	0.247213595
8.3	-1.17602E-14
8.31	-0.247213595
8.32	-0.470228202
8.33	-0.647213595
8.34	-0.760845213
8.35	-0.8
8.36	-0.760845213
8.37	-0.647213595
8.38	-0.470228202
8.39	-0.247213595
8.4	3.13569E-15
8.41	0.247213595
8.42	0.470228202
8.43	0.647213595
8.44	0.760845213
8.45	0.8
8.46	0.760845213
8.47	0.647213595
8.48	0.470228202
8.49	0.247213595
8.5	5.48884E-15
8.51	-0.247213595
8.52	-0.470228202
8.53	-0.647213595
8.54	-0.760845213
8.55	-0.8
8.56	-0.760845213
8.57	-0.647213595
8.58	-0.470228202
8.59	-0.247213595
8.6	-1.41134E-14
8.61	0.247213595
8.62	0.470228202
8.63	0.647213595
8.64	0.760845213
8.65	0.8
8.66	0.760845213
8.67	0.647213595
8.68	0.470228202
8.69	0.247213595
8.7	2.27379E-14
8.71	-0.247213595
8.72	-0.470228202
8.73	-0.647213595
8.74	-0.760845213
8.75	-0.8
8.76	-0.760845213
8.77	-0.647213595
8.78	-0.470228202
8.79	-0.247213595
8.8	1.41123E-14
8.81	0.247213595
8.82	0.470228202
8.83	0.647213595
8.84	0.760845213
8.85	0.8
8.86	0.760845213
8.87	0.647213595
8.88	0.470228202
8.89	0.247213595
8.9	-5.4878E-15
8.91	-0.247213595
8.92	-0.470228202
8.93	-0.647213595
8.94	-0.760845213
8.95	-0.8
8.96	-0.760845213
8.97	-0.647213595
8.98	-0.470228202
8.99	-0.247213595
9	-3.13673E-15
9.01	0.247213595
9.02	0.470228202
9.03	0.647213595
9.04	0.760845213
9.05	0.8
9.06	0.760845213
9.07	0.647213595
9.08	0.470228202
9.09	0.247213595
9.1	1.17613E-14
9.11	-0.247213595
9.12	-0.470228202
9.13	-0.647213595
9.14	-0.760845213
9.15	-0.8
9.16	-0.760845213
9.17	-0.647213595
9.18	-0.470228202
9.19	-0.247213595
9.2	-2.03858E-14
9.21	0.247213595
9.22	0.470228202
9.23	0.647213595
9.24	0.760845213
9.25	0.8
9.26	0.760845213
9.27	0.647213595
9.28	0.470228202
9.29	0.247213595
9.3	-1.64644E-14
9.31	-0.247213595
9.32	-0.470228202
9.33	-0.647213595
9.34	-0.760845213
9.35	-0.8
9.36	-0.760845213
9.37	-0.647213595
9.38	-0.470228202
9.39	-0.247213595
9.4	7.83991E-15
9.41	0.247213595
9.42	0.470228202
9.43	0.647213595
9.44	0.760845213
9.45	0.8
9.46	0.760845213
9.47	0.647213595
9.48	0.470228202
9.49	0.247213595
9.5	7.84615E-16
9.51	-0.247213595
9.52	-0.470228202
9.53	-0.647213595
9.54	-0.760845213
9.55	-0.8
9.56	-0.760845213
9.57	-0.647213595
9.58	-0.470228202
9.59	-0.247213595
9.6	-9.40914E-15
9.61	0.247213595
9.62	0.470228202
9.63	0.647213595
9.64	0.760845213
9.65	0.8
9.66	0.760845213
9.67	0.647213595
9.68	0.470228202
9.69	0.247213595
9.7	1.80337E-14
9.71	-0.247213595
9.72	-0.470228202
9.73	-0.647213595
9.74	-0.760845213
9.75	-0.8
9.76	-0.760845213
9.77	-0.647213595
9.78	-0.470228202
9.79	-0.247213595
9.8	1.88165E-14
9.81	0.247213595
9.82	0.470228202
9.83	0.647213595
9.84	0.760845213
9.85	0.8
9.86	0.760845213
9.87	0.647213595
9.88	0.470228202
9.89	0.247213595
9.9	-1.0192E-14
9.91	-0.247213595
9.92	-0.470228202
9.93	-0.647213595
9.94	-0.760845213
9.95	-0.8
9.96	-0.760845213
9.97	-0.647213595
9.98	-0.470228202
9.99	-0.247213595
10	1.5675E-15
10.01	0.247213595
10.02	0.470228202
10.03	0.647213595
10.04	0.760845213
10.05	0.8
10.06	0.760845213
10.07	0.647213595
10.08	0.470228202
10.09	0.247213595
10.1	7.05703E-15
10.11	-0.247213595
10.12	-0.470228202
10.13	-0.647213595
10.14	-0.760845213
10.15	-0.8
10.16	-0.760845213
10.17	-0.647213595
10.18	-0.470228202
10.19	-0.247213595
10.2	-1.56816E-14
10.21	0.247213595
10.22	0.470228202
10.23	0.647213595
10.24	0.760845213
10.25	0.8
10.26	0.760845213
10.27	0.647213595
10.28	0.470228202
10.29	0.247213595
10.3	-2.11687E-14
10.31	-0.247213595
10.32	-0.470228202
10.33	-0.647213595
10.34	-0.760845213
10.35	-0.8
10.36	-0.760845213
10.37	-0.647213595
10.38	-0.470228202
10.39	-0.247213595
10.4	1.25441E-14
10.41	0.247213595
10.42	0.470228202
10.43	0.647213595
10.44	0.760845213
10.45	0.8
10.46	0.760845213
10.47	0.647213595
10.48	0.470228202
10.49	0.247213595
10.5	-3.91961E-15
10.51	-0.247213595
10.52	-0.470228202
10.53	-0.647213595
10.54	-0.760845213
10.55	-0.8
10.56	-0.760845213
10.57	-0.647213595
10.58	-0.470228202
10.59	-0.247213595
10.6	-4.70492E-15
10.61	0.247213595
10.62	0.470228202
10.63	0.647213595
10.64	0.760845213
10.65	0.8
10.66	0.760845213
10.67	0.647213595
10.68	0.470228202
10.69	0.247213595
10.7	1.33294E-14
10.71	-0.247213595
10.72	-0.470228202
10.73	-0.647213595
10.74	-0.760845213
10.75	-0.8
10.76	-0.760845213
10.77	-0.647213595
10.78	-0.470228202
10.79	-0.247213595
10.8	2.35208E-14
10.81	0.247213595
10.82	0.470228202
10.83	0.647213595
10.84	0.760845213
10.85	0.8
10.86	0.760845213
10.87	0.647213595
10.88	0.470228202
10.89	0.247213595
10.9	-1.48962E-14
10.91	-0.247213595
10.92	-0.470228202
10.93	-0.647213595
10.94	-0.760845213
10.95	-0.8
10.96	-0.760845213
10.97	-0.647213595
10.98	-0.470228202
10.99	-0.247213595
11	6.27172E-15
11.01	0.247213595
11.02	0.470228202
11.03	0.647213595
11.04	0.760845213
11.05	0.8
11.06	0.760845213
11.07	0.647213595
11.08	0.470228202
11.09	0.247213595
11.1	2.35281E-15
11.11	-0.247213595
11.12	-0.470228202
11.13	-0.647213595
11.14	-0.760845213
11.15	-0.8
11.16	-0.760845213
11.17	-0.647213595
11.18	-0.470228202
11.19	-0.247213595
11.2	-1.09773E-14
11.21	0.247213595
11.22	0.470228202
11.23	0.647213595
11.24	0.760845213
11.25	0.8
11.26	0.760845213
11.27	0.647213595
11.28	0.470228202
11.29	0.247213596
11.3	-2.58729E-14
11.31	-0.247213595
11.32	-0.470228202
11.33	-0.647213595
11.34	-0.760845213
11.35	-0.8
11.36	-0.760845213
11.37	-0.647213595
11.38	-0.470228202
11.39	-0.247213595
11.4	1.72484E-14
11.41	0.247213595
11.42	0.470228202
11.43	0.647213595
11.44	0.760845213
11.45	0.8
11.46	0.760845213
11.47	0.647213595
11.48	0.470228202
11.49	0.247213595
11.5	-8.62383E-15
11.51	-0.247213595
11.52	-0.470228202
11.53	-0.647213595
11.54	-0.760845213
11.55	-0.8
11.56	-0.760845213
11.57	-0.647213595
11.58	-0.470228202
11.59	-0.247213595
11.6	-6.93889E-19
11.61	0.247213595
11.62	0.470228202
11.63	0.647213595
11.64	0.760845213
11.65	0.8
11.66	0.760845213
11.67	0.647213595
11.68	0.470228202
11.69	0.247213596
11.7	8.62522E-15
11.71	-0.247213595
11.72	-0.470228202
11.73	-0.647213595
11.74	-0.760845213
11.75	-0.8
11.76	-0.760845213
11.77	-0.647213595
11.78	-0.470228202
11.79	-0.247213596
11.8	2.8225E-14
11.81	0.247213595
11.82	0.470228202
11.83	0.647213595
11.84	0.760845213
11.85	0.8
11.86	0.760845213
11.87	0.647213595
11.88	0.470228202
11.89	0.247213595
11.9	-1.96005E-14
11.91	-0.247213595
11.92	-0.470228202
11.93	-0.647213595
11.94	-0.760845213
11.95	-0.8
11.96	-0.760845213
11.97	-0.647213595
11.98	-0.470228202
11.99	-0.247213595
12	-3.44988E-14
12.01	0.247213595
12.02	0.470228202
12.03	0.647213595
12.04	0.760845213
12.05	0.8
12.06	0.760845213
12.07	0.647213595
12.08	0.470228202
12.09	0.247213595
12.1	4.31233E-14
12.11	-0.247213595
12.12	-0.470228202
12.13	-0.647213595
12.14	-0.760845213
12.15	-0.8
12.16	-0.760845213
12.17	-0.647213595
12.18	-0.470228202
12.19	-0.247213595
12.2	-5.17478E-14
12.21	0.247213595
12.22	0.470228202
12.23	0.647213595
12.24	0.760845213
12.25	0.8
12.26	0.760845213
12.27	0.647213595
12.28	0.470228202
12.29	0.247213596
12.3	1.48976E-14
12.31	-0.247213595
12.32	-0.470228202
12.33	-0.647213595
12.34	-0.760845213
12.35	-0.8
12.36	-0.760845213
12.37	-0.647213595
12.38	-0.470228202
12.39	-0.247213595
12.4	-2.35222E-14
12.41	0.247213595
12.42	0.470228202
12.43	0.647213595
12.44	0.760845213
12.45	0.8
12.46	0.760845213
12.47	0.647213595
12.48	0.470228202
12.49	0.247213595
12.5	3.21467E-14
12.51	-0.247213595
12.52	-0.470228202
12.53	-0.647213595
12.54	-0.760845213
12.55	-0.8
12.56	-0.760845213
12.57	-0.647213595
12.58	-0.470228202
12.59	-0.247213595
12.6	-4.07712E-14
12.61	0.247213595
12.62	0.470228202
12.63	0.647213595
12.64	0.760845213
12.65	0.8
12.66	0.760845213
12.67	0.647213595
12.68	0.470228202
12.69	0.247213595
12.7	4.93957E-14
12.71	-0.247213595
12.72	-0.470228202
12.73	-0.647213595
12.74	-0.760845213
12.75	-0.8
12.76	-0.760845213
12.77	-0.647213595
12.78	-0.470228202
12.79	-0.247213596
12.8	-1.25455E-14
12.81	0.247213595
12.82	0.470228202
12.83	0.647213595
12.84	0.760845213
12.85	0.8
12.86	0.760845213
12.87	0.647213595
12.88	0.470228202
12.89	0.247213595
12.9	2.117E-14
12.91	-0.247213595
12.92	-0.470228202
12.93	-0.647213595
12.94	-0.760845213
12.95	-0.8
12.96	-0.760845213
12.97	-0.647213595
12.98	-0.470228202
12.99	-0.247213595
13	-2.97946E-14
13.01	0.247213595
13.02	0.470228202
13.03	0.647213595
13.04	0.760845213
13.05	0.8
13.06	0.760845213
13.07	0.647213595
13.08	0.470228202
13.09	0.247213595
13.1	3.84191E-14
13.11	-0.247213595
13.12	-0.470228202
13.13	-0.647213595
13.14	-0.760845213
13.15	-0.8
13.16	-0.760845213
13.17	-0.647213595
13.18	-0.470228202
13.19	-0.247213595
13.2	-4.70436E-14
13.21	0.247213595
13.22	0.470228202
13.23	0.647213595
13.24	0.760845213
13.25	0.8
13.26	0.760845213
13.27	0.647213595
13.28	0.470228202
13.29	0.247213596
13.3	1.01934E-14
13.31	-0.247213595
13.32	-0.470228202
13.33	-0.647213595
